Name,Transliteration,Meaning,Language
Ramesh,,Protector of Rama,Marathi
Rukmini,,Goddess Lakshmi,Marathi
Sandeep,,Light,Marathi
Sonali,,Beautiful,Marathi
Sushil,,Gentle,Marathi
Tanvi,,Delicate,Marathi
Tejas,,Radiance,Marathi
Udita,,"Rise, ascend",Marathi
Vidya,,Knowledge,Marathi
Vishal,,"Vast, grand",Marathi
Yash,,Fame,Marathi
Aida,,Reward,Malay
Amir,,Prince,Malay
Amina,,"Trustworthy, faithful",Malay
Anis,,"Friendly, compassionate",Malay
Asma,,"Exalted, high",Malay
Azlan,,Lion,Malay
Bashir,,Bringer of good news,Malay
Bella,,Beautiful,Malay
Ben,,Son of the right hand,Malay
Dahlia,,Flower,Malay
Danial,,"Judge, God is my judge",Malay
Dewi,,Goddess,Malay
Dian,,Light,Malay
Dila,,Beloved,Malay
Farah,,Joy,Malay
Fatimah,,"Captivating, one who abstains",Malay
Fikri,,"Intellect, thought",Malay
Hana,,"Happiness, flower",Malay
Hanif,,True believer,Malay
Haris,,"Guardian, protector",Malay
Haziq,,Intelligent,Malay
Iman,,Faith,Malay
Indah,,Beautiful,Malay
Irfan,,"Knowledge, wisdom",Malay
Iskandar,,Defender of mankind,Malay
Jamil,,"Handsome, beautiful",Malay
Jamal,,Beauty,Malay
Jasmine,,Flower,Malay
Junaid,,Soldier,Malay
Kamal,,Perfection,Malay
Karim,,Generous,Malay
Khadijah,,Early baby,Malay
Laila,,Night,Malay
Latifah,,"Gentle, kind",Malay
Lina,,"Tender, delicate",Malay
Lulu,,Pearl,Malay
Luthfi,,"Kind, affectionate",Malay
Maira,,Light,Malay
Maisara,,Prosperous,Malay
Malek,,"King, chief",Malay
Maria,,Bitter,Malay
Marissa,,Of the sea,Malay
Maya,,Illusion,Malay
Mikhail,,Who is like God,Malay
Mila,,"Gracious, dear",Malay
Mira,,"Princess, admirable",Malay
Nadiah,,"Generous, noble",Malay
Nadirah,,Rare,Malay
Nawal,,"Gift, blessing",Malay
Nur,,Light,Malay
Nura,,Light,Malay
Nurul,,Radiant light,Malay
Omar,,"Long-lived, flourishing",Malay
Qais,,"Lover, passionate",Malay
Raihan,,Fragrant herb,Malay
Rania,,Queen,Malay
Rashid,,Rightly guided,Malay
Rania,,Gazing,Malay
Sari,,Essence,Malay
Sarah,,Princess,Malay
Shahir,,"Eminent, distinguished",Malay
Shams,,Sun,Malay
Syafiq,,"Sincere, just",Malay
Siti,,"Lady, Miss",Malay
Sofea,,Wise,Malay
Sofia,,Wisdom,Malay
Suraya,,Star,Malay
Syahrul,,"Bright, radiant",Malay
Tariq,,Morning star,Malay
Thaqib,,Intelligent,Malay
Yasmin,,Jasmine flower,Malay
Yusof,,God increases,Malay
Zara,,"Princess, flower",Malay
Zahra,,"Flower, radiant",Malay
Aisyah,,"Alive, well-lived",Malay
Aleena,,"Soft, delicate",Malay
Azim,,"Resolute, firm",Malay
Balqis,,Queen of Sheba,Malay
Bara,,Brave,Malay
Bilal,,Moistening,Malay
Dania,,"Close, near",Malay
Dara,,Star,Malay
Eira,,Snow,Malay
Farhan,,"Happy, cheerful",Malay
Fariha,,Happy,Malay
Faizah,,Victorious,Malay
Fadhil,,"Virtuous, excellent",Malay
Hadi,,Guide,Malay
Hafiz,,"Guardian, memorizer",Malay
Hamid,,Praiseworthy,Malay
Hanani,,Compassionate,Malay
Hidayah,,Guidance,Malay
Idris,,Prophet's name,Malay
Ikram,,Honor,Malay
Imran,,Prosperity,Malay
Izzat,,Dignity,Malay
Jamilah,,Beautiful,Malay
Janah,,Paradise,Malay
Jasmine,,Flower,Malay
Jaya,,Victory,Malay
Khairul,,"Best, goodness",Malay
Khalid,,Eternal,Malay
Khairul,,"Good, virtuous",Malay
Latif,,"Kind, gentle",Malay
Liyana,,"Soft, tender",Malay
Luqman,,Wise,Malay
Maimunah,,"Fortunate, blessed",Malay
Mahira,,Skillful,Malay
Maisarah,,Prosperous,Malay
Maram,,Aspiration,Malay
Marwan,,Flint stone,Malay
Maya,,Illusion,Malay
Mikhail,,Who is like God,Malay
Munir,,Luminous,Malay
Nabil,,Noble,Malay
Nadine,,"Hope, tender",Malay
Naima,,"Comfort, ease",Malay
Najwa,,Whisper,Malay
Nurul,,Radiant light,Malay
Nurulhuda,,Light of guidance,Malay
Rania,,Queen,Malay
Rashid,,Rightly guided,Malay
Razak,,Provider,Malay
Rina,,Joyful,Malay
Ruqayyah,,"Gentle, soft",Malay
Saif,,Sword,Malay
Salim,,"Safe, sound",Malay
Samira,,Companion in evening,Malay
Siti,,"Lady, Miss",Malay
Sofia,,Wisdom,Malay
Suleiman,,Peaceful,Malay
Syahira,,"Bright, radiant",Malay
Syakir,,Thankful,Malay
Syifa,,Healing,Malay
Talha,,A type of tree,Malay
Taufik,,Success,Malay
Ulya,,"High, exalted",Malay
Umar,,"Long-lived, flourishing",Malay
Usman,,Name of a companion of the Prophet,Malay
Wafa,,Loyalty,Malay
Warda,,Rose,Malay
Yasmin,,Jasmine flower,Malay
Yuliana,,Youthful,Malay
Zara,,"Princess, flower",Malay
Zayn,,"Beauty, grace",Malay
Zubaida,,Superior,Malay
Zuleika,,Brilliant,Malay
Zuri,,Beautiful,Malay
Zaynab,,Father's precious,Malay
Anisah,,"Friendly, kind",Malay
Ashraf,,Noble,Malay
Asha,,Hope,Malay
Badawi,,Nomad,Malay
Badr,,Full moon,Malay
Budi,,"Wisdom, virtue",Malay
Dania,,"Close, near",Malay
Darwis,,"Dervish, religious person",Malay
Dewi,,Goddess,Malay
Hanan,,"Compassion, tenderness",Malay
Hani,,"Happy, delighted",Malay
Harith,,"Reaper, ploughman",Malay
Hamzah,,"Strong, steadfast",Malay
Hana,,"Happiness, flower",Malay
Haris,,"Guardian, protector",Malay
Hassan,,"Handsome, good",Malay
Huda,,Guidance,Malay
Idris,,Prophet's name,Malay
Irfan,,"Knowledge, wisdom",Malay
Jamila,,Beautiful,Malay
Jauhar,,Jewel,Malay
Kamil,,Perfect,Malay
Khairul,,"Best, goodness",Malay
Khalilah,,"Devoted, faithful",Malay
Latifah,,"Gentle, kind",Malay
Mahmud,,Praised,Malay
Mariam,,Mary (Mother of Jesus),Malay
Muhaimin,,"Protector, guardian",Malay
Najah,,Success,Malay
Nadir,,"Rare, precious",Malay
Nashit,,Active,Malay
Nurul,,Radiant light,Malay
Rania,,Queen,Malay
Ruqayyah,,"Gentle, soft",Malay
Salwa,,"Comfort, solace",Malay
Samih,,Forgiving,Malay
Shahid,,Witness,Malay
Shakir,,Thankful,Malay
Shams,,Sun,Malay
Taufik,,Success,Malay
Thabit,,Steadfast,Malay
Yamin,,Right side,Malay
Yasir,,"Rich, prosperous",Malay
Yusra,,"Ease, comfort",Malay
Zainab,,Father's precious,Malay
Zain,,"Beauty, grace",Malay
Aaron,,High mountain,Maltese
Aida,,Reward,Maltese
Albert,,Noble and bright,Maltese
Alessandra,,Defender of mankind,Maltese
Alice,,"Noble, kind",Maltese
Amanda,,Lovable,Maltese
Andrea,,"Manly, brave",Maltese
Angela,,Angel,Maltese
Anna,,Graceful,Maltese
Anton,,Priceless,Maltese
Barbara,,Foreign woman,Maltese
Beatrix,,Bringer of happiness,Maltese
Benedetta,,Blessed,Maltese
Bernard,,Brave as a bear,Maltese
Bianca,,White,Maltese
Carlo,,Free man,Maltese
Carmen,,"Song, poem",Maltese
Caroline,,"Free man, strong",Maltese
Cecilia,,"Blind, dim-sighted",Maltese
Charles,,"Manly, strong",Maltese
Christine,,Follower of Christ,Maltese
Clara,,"Bright, clear",Maltese
Claudia,,"Lame, crippled",Maltese
Clement,,"Gentle, merciful",Maltese
Connie,,"Constant, steadfast",Maltese
Daniel,,God is my judge,Maltese
Davina,,Beloved,Maltese
Deborah,,Bee,Maltese
Diana,,"Divine, heavenly",Maltese
Domenico,,Belonging to the Lord,Maltese
Doris,,Gift of the sea,Maltese
Edward,,Wealthy guardian,Maltese
Elena,,"Bright, shining light",Maltese
Elizabeth,,God is my oath,Maltese
Emily,,"Rival, industrious",Maltese
Emma,,"Universal, whole",Maltese
Enrico,,Ruler of the household,Maltese
Erica,,Eternal ruler,Maltese
Esther,,Star,Maltese
Eva,,Life,Maltese
Fiona,,"Fair, white",Maltese
Francesca,,From France,Maltese
Gabriel,,God is my strength,Maltese
Gemma,,Jewel,Maltese
George,,"Farmer, earthworker",Maltese
Gianna,,God is gracious,Maltese
Giovanni,,God is gracious,Maltese
Greta,,Pearl,Maltese
Guido,,Guide,Maltese
Hannah,,Graceful,Maltese
Isabella,,Devoted to God,Maltese
James,,Supplanter,Maltese
Jasmine,,Flower,Maltese
Jason,,Healer,Maltese
Jessica,,Foresighted,Maltese
Joanna,,God is gracious,Maltese
Joseph,,God will increase,Maltese
Julia,,Youthful,Maltese
Karen,,"Pure, clean",Maltese
Katherine,,"Pure, clear",Maltese
Laura,,Laurel tree,Maltese
Leonard,,Brave as a lion,Maltese
Lydia,,From Lydia,Maltese
Luigi,,Famous warrior,Maltese
Marco,,Warlike,Maltese
Maria,,"Bitter, beloved",Maltese
Mario,,Warlike,Maltese
Martina,,Of Mars,Maltese
Matteo,,Gift of God,Maltese
Michael,,Who is like God,Maltese
Monica,,"Advisor, counselor",Maltese
Natalie,,Born on Christmas Day,Maltese
Nicole,,Victorious,Maltese
Noah,,"Rest, comfort",Maltese
Olivia,,Olive tree,Maltese
Oscar,,God's spear,Maltese
Paolo,,Small,Maltese
Patricia,,"Noble, noblewoman",Maltese
Paul,,"Small, humble",Maltese
Peter,,Rock,Maltese
Philip,,Lover of horses,Maltese
Rachel,,Ewe,Maltese
Rebecca,,"To tie, to bind",Maltese
Rita,,Pearl,Maltese
Robert,,Bright fame,Maltese
Rosa,,Rose,Maltese
Rosalie,,Little rose,Maltese
Sabrina,,From the river Sabrina,Maltese
Salvatore,,Savior,Maltese
Samantha,,Listener,Maltese
Sandra,,Protector of mankind,Maltese
Sara,,Princess,Maltese
Serena,,"Calm, serene",Maltese
Simon,,Listener,Maltese
Sophia,,Wisdom,Maltese
Stefano,,Crowned with laurels,Maltese
Susan,,Lily,Maltese
Teresa,,Harvester,Maltese
Thomas,,Twin,Maltese
Valentina,,"Strong, healthy",Maltese
Vanessa,,Butterfly,Maltese
Veronica,,True image,Maltese
Victoria,,Victory,Maltese
Vincent,,Conquering,Maltese
Virginia,,Virgin,Maltese
William,,Resolute protector,Maltese
Zelda,,Gray fighting maid,Maltese
Adriana,,"Dark, rich",Maltese
Alessio,,Defender of mankind,Maltese
Alice,,"Noble, kind",Maltese
Amalia,,Hard-working,Maltese
Angelo,,Angel,Maltese
Annalisa,,Graceful and devoted,Maltese
Antonella,,Priceless,Maltese
Arianna,,Very holy,Maltese
Armando,,"Soldier, warrior",Maltese
Beatrice,,Bringer of happiness,Maltese
Benedetta,,Blessed,Maltese
Bernardo,,Brave as a bear,Maltese
Bianca,,White,Maltese
Carlo,,Free man,Maltese
Carla,,Free man,Maltese
Clara,,"Bright, clear",Maltese
Claudia,,"Lame, crippled",Maltese
Cosimo,,Order,Maltese
Daniela,,God is my judge,Maltese
David,,Beloved,Maltese
Deborah,,Bee,Maltese
Domenica,,Belonging to the Lord,Maltese
Dora,,Gift,Maltese
Elena,,"Bright, shining light",Maltese
Elisa,,Consecrated to God,Maltese
Emily,,"Rival, industrious",Maltese
Erica,,Eternal ruler,Maltese
Eufemia,,To speak well,Maltese
Francesca,,From France,Maltese
Gabriella,,God is my strength,Maltese
Giulia,,Youthful,Maltese
Gloria,,Glory,Maltese
Ginevra,,White shadow,Maltese
Isabella,,Devoted to God,Maltese
Ilaria,,Cheerful,Maltese
Ingrid,,"Beautiful, beloved",Maltese
Irina,,Peaceful,Maltese
Laura,,Laurel tree,Maltese
Lorenza,,"Laurel, victorious",Maltese
Ludovico,,Famous warrior,Maltese
Manuela,,God is with us,Maltese
Marcella,,Warlike,Maltese
Maria,,"Bitter, beloved",Maltese
Mariangela,,Mary and angel,Maltese
Martina,,Of Mars,Maltese
Matilde,,Battle-mighty,Maltese
Michele,,Who is like God,Maltese
Miriana,,Admirable,Maltese
Noemi,,Pleasantness,Maltese
Nora,,"Honor, light",Maltese
Olivia,,Olive tree,Maltese
Patrizia,,"Noble, noblewoman",Maltese
Renato,,Reborn,Maltese
Roberta,,Bright fame,Maltese
Romina,,From Rome,Maltese
Rosalia,,Rose,Maltese
Sabina,,From the Sabine tribe,Maltese
Sara,,Princess,Maltese
Selene,,Moon goddess,Maltese
Silvia,,"Forest, woods",Maltese
Stella,,Star,Maltese
Teresa,,Harvester,Maltese
Valentina,,"Strong, healthy",Maltese
Vanessa,,Butterfly,Maltese
Veronica,,True image,Maltese
Viola,,Violet,Maltese
Virginia,,Virgin,Maltese
Vito,,Life,Maltese
Zaira,,"Flower, shining light",Maltese
Aksel,,Father of Peace,Norwegian
Alfhild,,Battle of Elves,Norwegian
Alf,,Elf,Norwegian
Amund,,Protected by the Gods,Norwegian
Anders,,"Manly, Brave",Norwegian
Arne,,Eagle,Norwegian
Astrid,,Divine Strength,Norwegian
Aud,,Wealth,Norwegian
Baard,,Battle,Norwegian
Bente,,Blessed,Norwegian
Bjørn,,Bear,Norwegian
Dag,,Day,Norwegian
Dagny,,New Day,Norwegian
Einar,,One Warrior,Norwegian
Eirik,,Ever Ruler,Norwegian
Eivor,,Gift of the Island,Norwegian
Else,,Consecrated to God,Norwegian
Erik,,Eternal Ruler,Norwegian
Erling,,Heir of the Clan,Norwegian
Espen,,God Bear,Norwegian
Freya,,Lady,Norwegian
Frida,,Peace,Norwegian
Geir,,Spear,Norwegian
Gerd,,Enclosure,Norwegian
Grete,,Pearl,Norwegian
Gro,,To Grow,Norwegian
Gunnar,,Warrior,Norwegian
Gunnhild,,Battle Maid,Norwegian
Halvard,,Rock Guard,Norwegian
Hanne,,Grace,Norwegian
Harald,,Army Ruler,Norwegian
Helga,,"Holy, Sacred",Norwegian
Henrik,,Ruler of the Home,Norwegian
Hilda,,Battle,Norwegian
Håkon,,High Son,Norwegian
Inga,,Guarded by Ing,Norwegian
Ingrid,,Beautiful,Norwegian
Ingvild,,Battle of the God Ing,Norwegian
Ivar,,"Archer, Bow Warrior",Norwegian
Jan,,God is Gracious,Norwegian
Jørgen,,Farmer,Norwegian
Kari,,Pure,Norwegian
Karl,,Man,Norwegian
Karoline,,Free Woman,Norwegian
Kjell,,"Kettle, Helmet",Norwegian
Knut,,Knot,Norwegian
Lars,,Laurel Crowned,Norwegian
Leif,,Heir,Norwegian
Lene,,Light,Norwegian
Liv,,Life,Norwegian
Magnus,,Great,Norwegian
Margrete,,Pearl,Norwegian
Mari,,Bitter,Norwegian
Marius,,"Male, Warlike",Norwegian
Marit,,Pearl,Norwegian
Markus,,Warlike,Norwegian
Marte,,Lady of the Sea,Norwegian
Mathias,,Gift of God,Norwegian
Mette,,Pearl,Norwegian
Morten,,Of the Sea,Norwegian
Nils,,Victory of the People,Norwegian
Odd,,Point of a Weapon,Norwegian
Ola,,Ancestor's Heir,Norwegian
Olav,,Ancestor's Heir,Norwegian
Ragnhild,,Battle Counsel,Norwegian
Reidar,,Army Advisor,Norwegian
Rolf,,Famous Wolf,Norwegian
Rune,,Secret,Norwegian
Sigrid,,"Victory, Wisdom",Norwegian
Sindre,,Sparkling,Norwegian
Siri,,Beautiful Victory,Norwegian
Siv,,Bride of the Gods,Norwegian
Solveig,,Sun Strength,Norwegian
Stein,,Stone,Norwegian
Stian,,Wanderer,Norwegian
Stig,,Wanderer,Norwegian
Synnøve,,Gift of the Sun,Norwegian
Tiril,,To Tickle,Norwegian
Tor,,Thunder,Norwegian
Torbjørn,,Thunder Bear,Norwegian
Tore,,Thunder,Norwegian
Tormod,,Thor's Mind,Norwegian
Trine,,Pure,Norwegian
Trygve,,Trustworthy,Norwegian
Turid,,Beautiful God,Norwegian
Ulf,,Wolf,Norwegian
Ulrik,,Powerful Ruler,Norwegian
Unni,,New Wave,Norwegian
Vegard,,Protection,Norwegian
Vidar,,Wide Warrior,Norwegian
Vigdis,,Battle Spirit,Norwegian
Vilje,,Will,Norwegian
Ylva,,She-wolf,Norwegian
Åse,,Goddess,Norwegian
Øystein,,Island Stone,Norwegian
Åsmund,,God Protector,Norwegian
Åse,,Goddess,Norwegian
Øyvind,,Happy Warrior,Norwegian
Alvhild,,Elf Battle,Norwegian
Birger,,Helper,Norwegian
Bård,,Battle,Norwegian
Dagfinn,,Day's Light,Norwegian
Eilif,,Eternal Life,Norwegian
Ellinor,,Shining Light,Norwegian
Erna,,Battle to the Death,Norwegian
Fritjof,,Thief of Peace,Norwegian
Gunnlaug,,Battle Song,Norwegian
Hallgeir,,Rock Spear,Norwegian
Hallvard,,Rock Defender,Norwegian
Håvard,,High Guardian,Norwegian
Ingolf,,Ing's Wolf,Norwegian
Jostein,,Horse Stone,Norwegian
Kåre,,Curly Haired,Norwegian
Kirsten,,Christian,Norwegian
Knut,,Knot,Norwegian
Laila,,Night,Norwegian
Lene,,Light,Norwegian
Livar,,Heir,Norwegian
Njål,,Champion,Norwegian
Oddbjørn,,Point of a Bear,Norwegian
Ørjan,,Farmer,Norwegian
Ragnvald,,Powerful Ruler,Norwegian
Rasmus,,Beloved,Norwegian
Roar,,Famous Spear,Norwegian
Runar,,Secret Warrior,Norwegian
Sigmund,,Victorious Protector,Norwegian
Sjur,,Protector of Victory,Norwegian
Snorre,,Fighting Eagle,Norwegian
Sunniva,,Gift of the Sun,Norwegian
Sverre,,"Wild, Restless",Norwegian
Tiril,,To Tickle,Norwegian
Tordis,,Thunder Goddess,Norwegian
Torgny,,Thor's Thunder,Norwegian
Torhild,,Thor's Battle,Norwegian
Trygve,,Trustworthy,Norwegian
Ulrik,,Powerful Ruler,Norwegian
Unni,,New Wave,Norwegian
Valborg,,"Power, Protection",Norwegian
Viljar,,"Fighter, Warrior",Norwegian
Yrsa,,Wild She-Bear,Norwegian
Åge,,Ancestor,Norwegian
Ørnulf,,Eagle Wolf,Norwegian
Åsmund,,God Protector,Norwegian
Lerato,,Love,Northern Sotho
Thabo,,Joy,Northern Sotho
Kagiso,,Peace,Northern Sotho
Mpho,,Gift,Northern Sotho
Tumelo,,Faith,Northern Sotho
Palesa,,Flower,Northern Sotho
Kgomotso,,Comfort,Northern Sotho
Tlotlo,,Respect,Northern Sotho
Dineo,,Gifts,Northern Sotho
Tebogo,,Thankfulness,Northern Sotho
Tshepo,,Hope,Northern Sotho
Neo,,Gift,Northern Sotho
Lebogang,,Be grateful,Northern Sotho
Boitumelo,,Happiness,Northern Sotho
Karabo,,Answer,Northern Sotho
Matshepo,,Mothers of hope,Northern Sotho
Motlatsi,,Successor,Northern Sotho
Refilwe,,We have been given,Northern Sotho
Dipuo,,Words,Northern Sotho
Keabetswe,,We have been blessed,Northern Sotho
Thandi,,Love,Northern Sotho
Lerole,,Dust,Northern Sotho
Naledi,,Star,Northern Sotho
Leeto,,Journey,Northern Sotho
Tumi,,Bringer of good news,Northern Sotho
Kabelo,,Given,Northern Sotho
Ofentse,,He has conquered,Northern Sotho
Mosima,,Hole,Northern Sotho
Malebo,,Blessings,Northern Sotho
Puleng,,In the rain,Northern Sotho
Matome,,Spear,Northern Sotho
Teboho,,Gratitude,Northern Sotho
Mohau,,Grace,Northern Sotho
Nyiko,,Gift,Northern Sotho
Botshelo,,Life,Northern Sotho
Mahlatse,,Blessings,Northern Sotho
Onkgopotse,,God has remembered,Northern Sotho
Lesedi,,Light,Northern Sotho
Kopano,,Gathering,Northern Sotho
Thuto,,Education,Northern Sotho
Kgalalelo,,Glory,Northern Sotho
Hlalefang,,Be wise,Northern Sotho
Segopotso,,Memory,Northern Sotho
Katlego,,Success,Northern Sotho
Modise,,Shepherd,Northern Sotho
Letshego,,Support,Northern Sotho
Lesego,,Blessing,Northern Sotho
Thabang,,Be happy,Northern Sotho
Kutlwano,,Unity,Northern Sotho
Moagi,,Builder,Northern Sotho
Thabiso,,Joy,Northern Sotho
Kelebogile,,I am thankful,Northern Sotho
Keitumetse,,I am happy,Northern Sotho
Thandolwethu,,Our love,Northern Sotho
Itumeleng,,Rejoice,Northern Sotho
Phomolo,,Rest,Northern Sotho
Mogau,,Mercy,Northern Sotho
Letlotlo,,Treasure,Northern Sotho
Kgomotso,,Consolation,Northern Sotho
Semakaleng,,Miraculous,Northern Sotho
Oarabile,,God has answered,Northern Sotho
Kelello,,Intelligence,Northern Sotho
Tebatso,,Encouragement,Northern Sotho
Phuti,,Limping,Northern Sotho
Lebogang,,Be thankful,Northern Sotho
Motheo,,Foundation,Northern Sotho
Molatelo,,Guide,Northern Sotho
Mmapula,,Mother of rain,Northern Sotho
Tlhalefang,,Be intelligent,Northern Sotho
Nthabiseng,,Make me happy,Northern Sotho
Mothusi,,Helper,Northern Sotho
Moseka,,Young woman,Northern Sotho
Letsatsi,,Sun,Northern Sotho
Paballo,,Protection,Northern Sotho
Mosa,,Grace,Northern Sotho
Puseletso,,Reward,Northern Sotho
Lethabo,,Happiness,Northern Sotho
Motlhatlhego,,Seeker,Northern Sotho
Ditiro,,Deeds,Northern Sotho
Moeti,,Traveller,Northern Sotho
Maite,,Rock,Northern Sotho
Pula,,Rain,Northern Sotho
Modimo,,God,Northern Sotho
Botho,,Humanity,Northern Sotho
Sekgabo,,Pride,Northern Sotho
Lorato,,Love,Northern Sotho
Rethabile,,We are happy,Northern Sotho
Mathabo,,Joy,Northern Sotho
Maemo,,Status,Northern Sotho
Mahlako,,Tears,Northern Sotho
Sello,,Cry,Northern Sotho
Tiro,,Work,Northern Sotho
Mogomotsi,,Comforter,Northern Sotho
Kutloano,,Agreement,Northern Sotho
Moeng,,Visitor,Northern Sotho
Oabile,,He has received,Northern Sotho
Mphoyamodimo,,God's gift,Northern Sotho
Modimoentle,,God is beautiful,Northern Sotho
Lehlohonolo,,Good fortune,Northern Sotho
Seipati,,Traveler,Northern Sotho
Reitumetse,,We are happy,Northern Sotho
Matshidiso,,Consolation,Northern Sotho
Motshidisi,,Comforter,Northern Sotho
Mosepedi,,Shepherd,Northern Sotho
Khumo,,Wealth,Northern Sotho
Mathlakola,,Tears of joy,Northern Sotho
Motsamai,,Traveller,Northern Sotho
Lefu,,Death,Northern Sotho
Bontle,,Beauty,Northern Sotho
Pelo,,Heart,Northern Sotho
Matshediso,,Comfort,Northern Sotho
Motshidisi,,Comforter,Northern Sotho
Kutlo,,Agreement,Northern Sotho
Mogatusi,,Healer,Northern Sotho
Lebitso,,Name,Northern Sotho
Modjadji,,Rain Queen,Northern Sotho
Matlakala,,Wasteland,Northern Sotho
Semakaleng,,Miracle,Northern Sotho
Oarabile,,God has answered,Northern Sotho
Keleletso,,Desire,Northern Sotho
Tebatso,,Encouragement,Northern Sotho
Phuti,,Limping,Northern Sotho
Lebogang,,Be thankful,Northern Sotho
Motheo,,Foundation,Northern Sotho
Molatelo,,Guide,Northern Sotho
Mmapula,,Mother of rain,Northern Sotho
Tlhalefang,,Be intelligent,Northern Sotho
Nthabiseng,,Make me happy,Northern Sotho
Mothusi,,Helper,Northern Sotho
Moseka,,Young woman,Northern Sotho
Letsatsi,,Sun,Northern Sotho
Paballo,,Protection,Northern Sotho
Mosa,,Grace,Northern Sotho
Puseletso,,Reward,Northern Sotho
Lethabo,,Happiness,Northern Sotho
Motlhatlhego,,Seeker,Northern Sotho
Ditiro,,Deeds,Northern Sotho
Moeti,,Traveller,Northern Sotho
Maite,,Rock,Northern Sotho
Pula,,Rain,Northern Sotho
Modimo,,God,Northern Sotho
Botho,,Humanity,Northern Sotho
Sekgabo,,Pride,Northern Sotho
احمد,Ahmad,Praiseworthy,Pashto
علی,Ali,"Elevated, noble",Pashto
رحمان,Rahman,Compassionate,Pashto
فاطمه,Fatima,"Captivating, weaned",Pashto
خديجه,Khadija,"Premature, early child",Pashto
عمر,Omar,"Flourishing, life",Pashto
سليم,Saleem,"Peaceful, safe",Pashto
یاسین,Yasin,Prophet Muhammad's title,Pashto
زينب,Zainab,Fragrant flower,Pashto
هارون,Haroon,"Exalted, strong",Pashto
اسد,Asad,Lion,Pashto
عایشه,Aisha,"Living, life",Pashto
جمیل,Jamil,Beautiful,Pashto
ناصر,Nasser,"Helper, supporter",Pashto
يوسف,Yusuf,God increases,Pashto
مریم,Maryam,Sea of bitterness,Pashto
بلال,Bilal,Refreshing,Pashto
ساره,Sarah,"Princess, noblewoman",Pashto
ایوب,Ayub,Returning to God,Pashto
زهرا,Zahra,"Bright, shining",Pashto
حيدر,Haider,Lion,Pashto
نور,Noor,Light,Pashto
عارف,Aref,"Knowledgeable, wise",Pashto
لیلا,Layla,Night,Pashto
حسن,Hassan,"Handsome, good",Pashto
سمیر,Sameer,Companion in conversation,Pashto
شيرين,Shirin,Sweet,Pashto
حسان,Hassan,"Handsome, good",Pashto
اسماعيل,Ismail,God will hear,Pashto
عروج,Urooj,"Ascension, rising",Pashto
زیب,Zeb,"Beauty, adornment",Pashto
شيرزاد,Shirzad,Son of a lion,Pashto
زبیده,Zubaida,"Essence, cream",Pashto
سمیع,Sami,All-hearing,Pashto
شمائل,Shamael,Virtues,Pashto
شفيق,Shafeeq,"Compassionate, kind",Pashto
مينا,Meena,Precious stone,Pashto
طاهر,Tahir,"Pure, clean",Pashto
زیبا,Zeba,Beautiful,Pashto
نادر,Nader,"Rare, unique",Pashto
زینب,Zainab,Fragrant flower,Pashto
رحمت,Rehmat,Mercy,Pashto
سهراب,Sohrab,"Illustrious, shining",Pashto
لينا,Lina,"Tender, delicate",Pashto
عادل,Adil,"Just, fair",Pashto
حسانه,Hassana,"Beautiful, good",Pashto
نازنين,Nazneen,"Delicate, beloved",Pashto
انور,Anwar,"Radiant, luminous",Pashto
فريدون,Fereydun,Triumphant,Pashto
فاروق,Farooq,One who distinguishes truth,Pashto
نسرين,Nasreen,Wild rose,Pashto
قاسم,Qasim,"Divider, distributor",Pashto
مریم,Maryam,Sea of bitterness,Pashto
عابد,Abid,Worshipper,Pashto
ثناء,Sana,"Praise, commendation",Pashto
عرفان,Irfan,"Knowledge, awareness",Pashto
زهرا,Zahra,"Bright, shining",Pashto
شاهين,Shaheen,Royal white falcon,Pashto
صبا,Saba,Gentle breeze,Pashto
تاج,الدين,Crown of the religion,Pashto
گلشن,Gulshan,"Garden, orchard",Pashto
نصرت,Nusrat,"Victory, help",Pashto
شهزاد,Shehzad,"Prince, king's son",Pashto
عفيف,Afeef,"Chaste, modest",Pashto
غزال,Ghazaal,"Deer, gazelle",Pashto
ياسمين,Yasmin,Jasmine flower,Pashto
